Manufacturer,Model,Application(s),Thrust (dry) [lbf],Thrust (wet) [lbf],SFC (dry) [lb/lbf hr],SFC (wet) [lb/lbf hr],Airflow (static) [lb/s],OPR (static),FPR (static),BPR (static),Thrust (cruise) [lbf],SFC (cruise) [lb/lbf hr],Cruise Speed [M],Cruise Altitude [ft],Turbine Inlet Temperature [K],Number of Spools,Fan Stages,LPC Stages,HPC Stages,HPT Stages,IPT Stages,LPT Stages,Fan Diameter [in],Length [in],Width/Diameter [in],Dry Weight [lb]
Rolls-Royce,Spey RSp.3 Mk.506-14AW,BAC 111-200,10410,10410,,,,,2.7,0.71,3070,0.764,0.77,32000,,2,4,,12,2,,2,,110.0**,37,2288
Rolls-Royce,Spey RSp.3 Mk.506-14D,BAC 111-200,10410,,,,,,2.7,0.71,3070,0.764,0.77,32000,,2,4,,12,2,,2,,110.0**,37,2257
Rolls-Royce,Spey RSp.4 Mk.510-14,BAC 111-300,11000,,0.6,,206,18.4,2.7,0.71,3070,0.77,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2332
Rolls-Royce,Spey RSp.4 Mk.510-14W,BAC 111-400,11000,,0.6,,206,18.4,2.7,0.71,3070,0.77,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2621
Rolls-Royce,Spey RSp.4 Mk.511-5,Trident 1E/2,11400,,0.6,,206,18.4,2.7,0.71,3070,0.77,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2312
Rolls-Royce,Spey RSp.4 Mk.511-5W,Trident 1E/2,11400,,0.6,,206,18.4,2.7,0.71,3070,0.77,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2317
Rolls-Royce,Spey RSp.4 Mk.511-8,Gulfstream II/II-B/III,11400,,0.6,,197,18.4,2.7,0.64,3070,0.77,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2483
Rolls-Royce,Spey RSp.4 Mk.511-14,BAC 111-300,11400,,0.6,,206,18.4,2.7,0.71,3070,0.77,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2483
Rolls-Royce,Spey RSp.4 Mk.511-14W,"BAC 111-400, Liner 40 (not produced)",11400,,0.6,,206,18.4,2.7,0.71,3070,0.77,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2621
Rolls-Royce,Spey RSp.4 Mk.512-5W,Trident 2E/3B,11930,,0.6,,206,20.7,2.6,0.71,3070,,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2609
Rolls-Royce,Spey RSp.4 Mk.512-14,"BAC 111-475/-500/-510ED, ROMBAC 111-560",12550,,0.6,,206,20.7,2.6,0.71,3070,,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2609
Rolls-Royce,Spey RSp.4 Mk.512-14DW,"BAC 111-475/-500/-510ED, ROMBAC 111-560",12550,,0.6,,206,20.7,2.6,0.71,3070,,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2609
Rolls-Royce,Spey RSp.4 Mk.512-14DWE,,12550,,,,,,2.6,0.71,3070,,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2609
Rolls-Royce,Spey RSp.4 Mk.512-25,"BAC 111-475/-500/-510ED, ROMBAC 111-560",12550,,0.6,,206,20.7,2.6,0.71,3070,,0.77,32000,,2,5,,12,2,,2,32.5,109.6,37.1,2609
Rolls-Royce,Spey Jr. Mk.555-15,F28 Mk.1000/1000C/2000/3000R/3000RC,9850,,0.75,,199,15.4,2.46,1,,,,,,2,4,,12,2,,2,32.5,97,,2257
Rolls-Royce,Spey Jr. Mk.555-15H,"F28 Mk.3000/4000/6000, F28 Mk.5000/Mk.6600 (not produced)",9900,,0.75,,199,15.4,2.46,1,,,,,,2,4,,12,2,,2,32.5,97,,2257
Rolls-Royce,Spey Jr. Mk.555-15N,F28 Mk.1000/1000C/2000/3000R/3000RC,9850,,0.75,,199,15.4,2.46,1,,,,,,2,4,,12,2,,2,32.5,97,,2257
Rolls-Royce,Spey Jr. Mk.555-15P,F28 Mk.1000/1000C/3000,9900,,0.75,,199,15.4,2.46,1,,,,,,2,4,,12,2,,2,32.5,97,,2257
Rolls-Royce,Tay Mk.610-8,Gulfstream IV,12420,,,,,,,,,,,,,2,1,3B,12,2,,3,44.8,94.7,70.72,3255
Rolls-Royce,Tay Mk.611-8,Gulfstream IV/IV-SP,13850,,0.43,,410,15.8,,3.04,,0.71,0.8,43000,,2,1,3B,12,2,,3,44.8,94.7,70.72,3255
Rolls-Royce,Tay Mk.611-8B,,13850,,0.43,,410,15.8,,3.04,,0.71,0.8,43000,,2,1,3B,12,2,,3,44.8,94.7,70.72,3306
Rolls-Royce,Tay Mk.611-8C,"G350, G450",13850,,0.43,,410,15.8,,3.04,,0.71,0.8,43000,,2,1,3B,12,2,,3,44.8,94.7,70.72,3306
Rolls-Royce,Tay Mk.620-15,Fokker 70/100,13850,,0.43,,410,15.8,,3.04,,0.69,0.73,30000,,2,1,3B,12,2,,3,44.8,94.7,70.72,3310
Rolls-Royce,Tay Mk.650-14,BAC 111-475/-500/-560,15100,,,,418,16.2,,3.06,,0.69,0.73,30000,,2,1,3B,12,2,,3,44.8,94.7,70.72,3516
Rolls-Royce,Tay Mk.650-15,Fokker 100,15100,,,,418,16.2,,3.06,,0.69,0.73,30000,,2,1,3B,12,2,,3,44.8,94.7,70.72,3516
Rolls-Royce,Tay Mk.651-54,727-100(QF)/-100C(QF),15400,,0.45,,426,16.6,,3.07,,0.69,0.78,35000,,2,1,3B,12,2,,3,44.8,94.7,70.72,3590
Rolls-Royce,Tay Mk.670,"727-200RE, DC-9RE, 737-100RE/-200RE, MD-95 (proposed for re-engining)",18000,,,,511,19,,3.2,,,,,,2,1,3B,12,2,,3,50,112,,3750
Rolls-Royce,Trent RB.203,FH-228 (not produced),9730,,,,,,,,,,,,,3,1,4,5,1,1,2,,82.2,38.7,1751
Rolls-Royce,Trent 553-61,"A340-541, A340-641 (option)",55780,,,,1847,35.1,,7.7,,,,,,3,1,8,6,1,1,5,97.4,154,,10930
Rolls-Royce,Trent 553A2-61,"A340-541, A340-641 (option)",55780,,,,1847,35.1,,7.7,,,,,,3,1,8,6,1,1,5,97.4,154,,10930
Rolls-Royce,Trent 556-61,A340-642,58462,,,,1892,36.7,,7.6,,,,,,3,1,8,6,1,1,5,97.4,154,,10930
Rolls-Royce,Trent 556A2-61,A340-542/-642,58462,,,,1892,36.7,,7.6,,,,,,3,1,8,6,1,1,5,97.4,154,,10930
Rolls-Royce,Trent 556B-61,,58462,,,,,,,,,,,,,3,1,8,6,1,1,5,97.4,154,,10930
Rolls-Royce,Trent 556B2-61,,58462,,,,,,,,,,,,,3,1,8,6,1,1,5,97.4,154,,10930
Rolls-Royce,Trent 560A2-61,A340-643,61902,,,,,,,,,,,,,3,1,8,6,1,1,5,97.4,154,,10930
Rolls-Royce,Trent 560-61,,61902,,,,,,,,,,,,,3,1,8,6,1,1,5,97.4,154,,10930
Rolls-Royce,Trent 600,MD-11 (option),68000,,,,2032,,,4.3,,,,,,3,1,8,6,1,1,4,97.4,154,102,10400
Rolls-Royce,Trent 672,767-400ERX,72000,,,,,43.2,,,,,,,,3,1,8,6,1,1,4,97.4,154,102,11400
Rolls-Royce,Trent 6??,"747-XQLR (candidate engine), 747-500X/-600X (not produced)",,,,,,,,,,,,,,3,1,8,6,1,1,4,97.4,154,102,11400
Rolls-Royce,Trent 758,A330-141,58000,,,,,,,,,,,,,3,1,8,6,1,1,4,97.4,154,,
Rolls-Royce,Trent 764,MD-12 (not produced),64000,,,,,,,,,,,,,3,1,8,6,1,1,4,97.4,154,,
Rolls-Royce,Trent 768-60,"A330-341, A330-241 (option)",67500,,,,1932,35.2,,5.17,,,,,,3,1,8,6,1,1,4,97.4,154,,11023
Rolls-Royce,Trent 772-60,A330-342,71100,,,,1978,36.8,,5.05,11500,0.565,0.82,35000,,3,1,8,6,1,1,4,97.4,154,,11023
Rolls-Royce,Trent 772B-60,A330-243/-243F/-343,71100,,,,1978,36.8,,5.05,,,,,,3,1,8,6,1,1,4,97.4,154,,11023
Rolls-Royce,Trent 775-60,"A330-244, A330-344 (option)",75150,,,,2024,39,,4.77,,,,,,3,1,8,6,1,1,4,97.4,154,,
Rolls-Royce,Trent 871-17,777-200,71000,,,,,,,,,,,,,3,1,8,6,1,1,5,110,178,,13400
Rolls-Royce,Trent 875-17,777-200,76850,,,,2482,35.9,,6.21,,,,,,3,1,8,6,1,1,5,110,178,,13400
Rolls-Royce,Trent 877-17,777-200,78910,,,,2578,37,,6.15,,,,,,3,1,8,6,1,1,5,110,178,,13400
Rolls-Royce,Trent 882-17,777-200 (option),84700,,,,,38.8,,,,,,,,3,1,8,6,1,1,5,110,178,,13400
Rolls-Royce,Trent 884-17,777-200,85430,,,,2661,39.8,,5.95,,,,,,3,1,8,6,1,1,5,110,178,,13400
Rolls-Royce,Trent 884B-17,,85430,,,,,,,,,,,,,3,1,8,6,1,1,5,110,178,,13400
Rolls-Royce,Trent 890-17,"777-200/-300, Tu-304 (proposed)",91300,,,,2720,42.7,,5.74,13000,0.557,0.83,35000,,3,1,8,6,1,1,5,110,178,,13400
Rolls-Royce,Trent 892-17,777-200/-300,91450,,,,2645,40.8,,5.79,,,,,,3,1,8,6,1,1,5,110,178,,13400
Rolls-Royce,Trent 892B-17,777-200,91450,,,,,,,,,,,,,3,1,8,6,1,1,5,110,178,,13400
Rolls-Royce,Trent 895-17,"777-200, 777-300/-300ER (option)",92940,,,,2664,41.6,1.81,5.79,,,,,,3,1,8,6,1,1,5,110,178,,13400
Rolls-Royce,Trent 895C-17,"777-200, 777-300/-300ER (option)",95000,,,,2664,41.6,1.81,5.79,,,,,,3,1,8,6,1,1,5,110,178,,13400
Rolls-Royce,Trent 8104,Technology demonstrator,104000,,,,,45,,,,,,,,3,1,8,6,1,1,5,110,178,,14400
Rolls-Royce,Trent 970-84,A380-841,75152,,,,,,,,,,,,,3,1,8,6,1,1,5,110,208.8**,155.2,13842
Rolls-Royce,Trent 970B-84,A380-841,78304,,,,,,,,,,,,,3,1,8,6,1,1,5,110,208.8**,155.2,13842
Rolls-Royce,Trent 972-84,A380-842,76752,,,,,,,,,,,,,3,1,8,6,1,1,5,110,208.8**,155.2,13842
Rolls-Royce,Trent 972B-84,A380-842,80213,,,,,,,,,,,,,3,1,8,6,1,1,5,110,208.8**,155.2,13842
Rolls-Royce,Trent 975,747-500X/-600X (not produced),75000,,,,2481,35.8,,7.8,,,,,,3,1,8,6,1,1,5,110,208.8**,155.2,13842
Rolls-Royce,Trent 977-84,A380-843F (not produced),80781,,,,,,,,,,,,,3,1,8,6,1,1,5,110,208.8**,155.2,13842
Rolls-Royce,Trent 977B-84,A380-843F (not produced),83835,,,,,,,,,,,,,3,1,8,6,1,1,5,110,208.8**,155.2,13842
Rolls-Royce,Trent 980-84,A380-941 (not produced),84098,,,,,,,,,,,,,3,1,8,6,1,1,5,110,208.8**,155.2,13842
Rolls-Royce,Trent 1000-A,787-8,69194,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13300
Rolls-Royce,Trent 1000-A2,787-8/-9,69194,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13111
Rolls-Royce,Trent 1000-AE,,69194,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13300
Rolls-Royce,Trent 1000-AE2,,69194,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13111
Rolls-Royce,Trent 1000-AE3,787-8/-9,69194,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-C,787-8,74511,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13300
Rolls-Royce,Trent 1000-C2,787-8,74511,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13111
Rolls-Royce,Trent 1000-CE,,74511,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13300
Rolls-Royce,Trent 1000-CE2,,74511,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13111
Rolls-Royce,Trent 1000-CE3,787-8,74511,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-D,787-8,74511,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13300
Rolls-Royce,Trent 1000-D2,787-8/-9,74511,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13111
Rolls-Royce,Trent 1000-D3,787-8/-9,74511,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-E,787-8,59631,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13300
Rolls-Royce,Trent 1000-E2,,59631,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13111
Rolls-Royce,Trent 1000-G,787-8,72066,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13300
Rolls-Royce,Trent 1000-G2,787-8,72066,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13300
Rolls-Royce,Trent 1000-G3,787-8,72066,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-H,787-8,63897,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13300
Rolls-Royce,Trent 1000-H2,787-8,63897,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13111
Rolls-Royce,Trent 1000-H3,787-8,63897,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-J2,787-9,78129,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13111
Rolls-Royce,Trent 1000-J3,787-9/-10,78129,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-K2,787-9,78129,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13111
Rolls-Royce,Trent 1000-K3,787-9,78129,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-L2,787-8,74511,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13111
Rolls-Royce,Trent 1000-L3,,74511,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-M3,,79728,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-N3,,79728,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-P3,,74511,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-Q3,,78129,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 1000-R3,,81028,,,,,,,,,,,,,3,1,8,6,1,1,6,112,187.8**,,13479
Rolls-Royce,Trent 7000-72,A330-941,72834,,,,,50,,10,,,,,,3,1,8,6,1,1,6,112,188.0**,,14209
Rolls-Royce,Trent 7000-72C,,72834,,,,,,,,,,,,,3,1,8,6,1,1,6,112,188.0**,,14209
Rolls-Royce,Trent XWB-75,"A350-942, A350-8?? (not produced)",74200,,,,,,,,,,,,,3,1,8,6,1,2,6,118,176.5,,16043
Rolls-Royce,Trent XWB-79,A350-8?? (not produced),78900,,,,,,,,,,,,,3,1,8,6,1,2,6,118,176.5,,16043
Rolls-Royce,Trent XWB-79B,A350-8?? (not produced),78900,,,,,,,,,,,,,3,1,8,6,1,2,6,118,176.5,,16043
Rolls-Royce,Trent XWB-84,A350-941,84200,,,,3166,,,,,,,,,3,1,8,6,1,2,6,118,176.5,,16043
Rolls-Royce,Trent XWB-97,A350-1041,97000,,,,,,,,,,,,,3,1,8,6,1,2,6,118,176.5,,16643
Armstrong Siddeley,Viper 11 Mk.22/1,MB.326D,2500,,,,,,,,,,,,,1,,,7,1,,,,,,
Rolls-Royce,Viper Mk.601-22,HS 125-600A/B,3750,,0.95,,58,5.8,,,,,,,,1,,,8,2,,,,,,830
BMW/Rolls-Royce,BR710A1-10,G550,14750,,0.39,,435,25.7,,4.2,,,,,,2,1,,10,2,,2,48,87,52.9,3520
BMW/Rolls-Royce,BR710A2-20,"Global Express, Global Express XRS, Global 5000/6000",14750,,0.39,,435,25.7,,4.2,,,,,,2,1,,10,2,,2,48,87,52.9,3520
BMW/Rolls-Royce,BR710C4-11,G550,15370,,0.39,,435,25.7,,4.2,,,,,,2,1,,10,2,,2,48,87,52.9,3520
BMW/Rolls-Royce,BR710D5-21,,15240,,,,,,,,,,,,,2,1,3B,10,2,,4,,,,
BMW/Rolls-Royce,BR710-48,Tu-334-120,16000,,,,,,,,,,,,,2,1,,10,2,,2,48,,,
BMW/Rolls-Royce,BR710-??,ARJ 21,,,,,,,,,,,,,,2,1,,10,2,,2,,,,
BMW/Rolls-Royce,BR710-??,SL-200/-300 (not produced),,,,,,,,,,,,,,2,1,,10,2,,2,,,,
BMW/Rolls-Royce,BR715A1-30,717-200,18710,,0.37,,614,32.1,,4.7,,,,,,2,1,2B,10,2,,3,56,93,60.2,4597
BMW/Rolls-Royce,BR715B1-30,717-200 (option),20160,,,,,,,,,,,,,2,1,2B,10,2,,3,56,,,
BMW/Rolls-Royce,BR715C1-30,717-200 HGW,21430,,,,689,32.6,,5,,,,,,2,1,2B,10,2,,3,56,93,60.2,4597
BMW/Rolls-Royce,BR715-55,Tu-354 (not produced),20000,,,,,,,,,,,,,2,1,2B,10,2,,3,56,,,
BMW/Rolls-Royce,BR715-??,"RRJ, N-2130-100/-200 (candidate engine), A316/A317 (A31X) (not produced)",,,,,,,,,,,,,,2,1,2B,10,2,,3,56,,,
BMW/Rolls-Royce,BR725A1-12,"G650, G650ER",16900,,,,,,,,,,,,,2,1,3B,10,2,,4,,,,
Rolls-Royce/JAEC,RJ500,(cancelled),20000,,,,,,,,,,,,,2,1,,9,3,,2,,101,,4116
Rolls-Royce/Snecma,M45F,Technology demonstrator,,,,,,,,,,,,,,2,1,5B,7,1,,3,,,,
Rolls-Royce/Snecma,M45H-C,Technology demonstrator,8245,,,,,,,,,,,,,2,1,5B,7,1,,3,,,,
Rolls-Royce/Snecma,M45H-D Mk.501,VFW 614 (not produced),7260,,0.451,,233,18.8,1.6,2.85,2745,0.725,0.65,20000,,2,1,5B,7,1,,3,41.7,116.5,41.8,1560
Rolls-Royce/Snecma,M45H-E1,(cancelled),9250,,,,,,,,,,,,,2,1,6B,7,1,,3,,,,
Rolls-Royce/Snecma,M45H-E2,(cancelled),9600,,,,,,,,,,,,,2,2,6B,7,1,,3,,,,
Rolls-Royce/Snecma,Olympus 593,Technology demonstrator,20000,30610,,,,,,,,,,,,2,,7,7,1,,1,,,,
Rolls-Royce/Snecma,Olympus 593-22R,Concorde prototype,34650,37180,,,,,,,,,,,,2,,7,7,1,,1,,,,
Rolls-Royce/Snecma,Olympus 593 Mk.601,Concorde,,,,,,,,,,,,,,2,,7,7,1,,1,,,,
Rolls-Royce/Snecma,Olympus 593 Mk.610-14-28,Concorde,31350,37080,1.39,,410,15.5,,,,1.195,,,,2,,7,7,1,,1,,148.4,47.75,6510
PowerJet,SaM146-1S17,"SSJ100/95, Il-214 (candidate engine)",15400,,,,,,,,,,,,,2,1,3,6,1,,3,,141,,
PowerJet,SaM146-1S18,SSJ100/95LR,16100,,,,,28,,4.4,,,,,,2,1,3,6,1,,3,,141,,4980
Shenyang Liming,WP-9,Y-10 (not produced),,,,,,,,,,,,,,2,2,6B,7,1,,3,,,,
Shenyang Liming,WS-8,Y-10 (not produced),,,,,,,,,,,,,,2,2,6B,7,1,,3,,,,
Shenyang Liming,WS-13A,ARJ21 (proposed),22500,,,,,,,,,,,,,,,,,,,,,,,
Shenyang Liming,WS-20,"C919, C929 (proposed)",13800,,,,,,,,,,,,,,,,,,,,,,,
Snecma/PWC,SPW14,(cancelled),14000,,,,,,,,,,,,,2,1G,,4 + 1C,2,,3,,,,
Snecma,Silvercrest 2C,Citation Hemisphere,12000,,,,,38.5,,5.9,,,,,,2,1,4,4 + 1C,1,,4,42.5,74,,2290
Snecma,Silvercrest 2D,Falcon 5X (not produced),11450,,,,,,,,,,,,,2,1,4,4 + 1C,1,,4,42.5,74,,2290
Solovyev,D-20,,11905,,,,,,,,,,,,,2,3,,8,1,,2,,,,
Solovyev,D-20P,Tu-124K/K2/V,11905,,0.62,,249,13.6,2.6,1,,,,,,2,3,,8,1,,2,,130,38.3,3236
Solovyev,D-30-1,Tu-134/K/LK,14990,,0.6,,280,18.6,2.65,1,,,,,,2,4,,10,2,,2,,156.8,41.3,3417
Solovyev,D-30-2,Tu-134A/AK/AN/B/B-1,14990,,,,,,2.65,1,,,,,,2,4,,10,2,,2,,,,
Solovyev,D-30-3,Tu-134A-3/B-3/BW,14990,,0.608,,280,17.7,2.65,1,,,,,,2,5,,10,2,,2,,156.8,41.3,3417
Solovyev,D-30KP,Il-76T,26460,,0.481,,640,18.4,,2.42,,,,,,2,3,,11,2,,4,,,,
Solovyev,D-30KP-2,Il-76TD/MDP/LL,26460,,,,,,,2.42,,,,,,2,3,,11,2,,4,,,,
Solovyev,D-30KPV,A-40,26460,,,,,,,,,,,,,2,3,,11,2,,4,,,,
Solovyev (Perm Aviadvigatel),D-30KU,Il-62M,24250,,0.495,,593,17.4,,2.35,,,,,,2,3,,11,2,,2,,224,61.4,5882
Solovyev (Perm Aviadvigatel),D-30KU-2,Il-62M,23850,,,,593,,,2.35,,,,,,2,3,,11,2,,2,,,,
Solovyev (Perm Aviadvigatel),D-30KU-90,,26455,,,,,,,2.44,,,,,,2,3,,11,2,,2,,224.4,61.4,5291
Solovyev (Perm Aviadvigatel),D-30KU-154-2,Tu-154M,,,,,,,,,,,,,,2,3,,11,2,,2,,,,
Solovyev (Perm Aviadvigatel),D-30U-154,Tu-154M,14990,,0.6,,280,18.6,2.65,1,,,,,,2,4,,10,2,,2,,156.8,41.3,3417
Solovyev,PS-7,,17000,,,,,,,,3417,0.62,0.8,36000,,,,,,,,,47.6,,,2976
Solovyev,PS-9,"Il-214-100, Il-214T (candidate engine)",22000,,,,,,,,4630,0.59,0.8,36000,,,,,,,,,56.5,,,3858
Solovyev,PS-12,"MS-21-100/200/300, MS-21K, MS-12KP (candidate engine)",29762,,,,1193,40.2,,8.39,5665,0.549,0.8,36000,,,,,,,,,73.6,,,5400
Solovyev,PS-12M,,32740,,,,,,,,6062,0.553,0.8,36000,,,,,,,,,73.6,,,5400
Solovyev (Perm Aviadvigatel),PS-90A,"Il-96-300, Tu-204-100/-100C/-200/-200C, Tu-214, Tu-330, Tu-134D (proposed), Tu-154M2 (not produced)",35250,,,,,,,4.8,,,,,,2,1,2B,13,2,,4,,,,
Solovyev (Perm Aviadvigatel),PS-90A-154,Tu-154M-2 (proposed),,,,,,,,,,,,,,2,1,2B,13,2,,4,,,,
Solovyev (Perm Aviadvigatel),PS-90A2,"Il-96-300, Il-76TF, Tu-204-500/600 (proposed)",,,,,,,,,,,,,,2,1,2B,13,2,,4,,,,
Solovyev (Perm Aviadvigatel),PS-90A10,,20283,,,,582,23.1,,3.76,,,,,,2,1,,12,2,,2,55.1,168.5,,4180
Solovyev (Perm Aviadvigatel),PS-90A12,Yak-242,26455,,,,816,25.3,,5.05,,,,,,2,1,,13,2,,3,65.8,188.2,,5071
Solovyev (Perm Aviadvigatel),PS-90AN-76,Il-76TF,35275,,,,1036,35.5,,4.6,,,,,,2,1,2B,13,2,,4,74.8,195.4,,6503
Solovyev (Perm Aviadvigatel),PS-90AP,Tu-234,,,,,,,,,,,,,,2,1,,??,??,,??,,,,
Solovyev (Perm Aviadvigatel),PS-90A-??,"Il-214, RRJ (candidate engine)",,,,,,,,,,,,,,2,1,2B,13,2,,4,,,,
Soyuz,R123-300,(cancelled),3100,,,,,,,6,,,,,,2,1,,2 + 1C,1,,1,,,,
Soyuz,R126-300,Tu-324,8818,,,,,,,,,,,,,2,1,,5 + 1C,2,,3,,,,
Soyuz,R127-300,(cancelled),1985,,,,68,,,,,,,,,2,1,,2C,2,,2,,,,
Turbomeca,Aspin I,DH-11,440,,0.54,,,,,,,,,,,1,1G,,1C,2,,,,,23.8,279
Turbomeca,Aspin II,A1 (not produced),792,,0.52,,6.6,3.8,,,,,,,,1,1G,,1C,2,,,,,23.8,320
Turbomeca,Astafan I,(cancelled),1365,,,,,,,,,,,,,1,1,,2 + 1C,3,,,,,,
Turbomeca,Astafan II,(cancelled),1570,1685,0.38,,,8.5,,1,,,,,,1,1,,2 + 1C,3,,,,,,
Turbomeca,Astafan IIA,(cancelled),1540,,0.38,,,8.5,,1,,,,,,1,1,,2 + 1C,3,,,,,,
Turbomeca,Astafan IIB4,(cancelled),1700,,,,,,,,,,,,,1,1,,2 + 1C,3,,,,,,
Turbomeca,Astafan IIG,(cancelled),1543,,0.38,,,,,,,,,,,1,1,,2 + 1C,3,,,,,,
Turbomeca,Astafan III,(cancelled),1760,,1895,,,,,,,,,,,1,1,,2 + 1C,3,,,,,,
Turbomeca,Astafan IV,(cancelled),,,,,,,,,,,,,,1,1,,2 + 1C,4,,,,,,
Turbomeca,Astafan IVF6,(cancelled),2358,,,,,,,,,,,,,1,1,,2 + 1C,4,,,,,,
Turbomeca,Marbore IIA,"Noratlas N-2502, YT-33",882,,,,,,,,,,,,,1,,,1C,1,,,,,,
Turbomeca,Marbore VIC,MS.760C (not produced),1060,,1.11,,21,3.8,,,,,,,,1,,,1C,1,,,,55.8,,370
Turbomeca,Marbore VIF,CM.191 (not produced),1058,,1.11,,21,3.8,,,,,,,,1,,,1C,1,,,,,,
Turbomeca,Palas,"Sparrowjet, SB.4",350,,1.1,,6.8,4,,,,,,,1123,1,,,1C,1,,,,47,16.1,159
Turbomeca/Snecma,Larzac 49-01,"Falcon 10, Corvette",2300,,0.61,,57,9,2,1.4,,,,,,2,2,,4,1,,1,,,,
Williams,EJ22-1,Eclipse 500 (prototype),700,,,,,,,,,,,,,2,,,,,,,,41,14.5,85
Williams,FJ22-1,(see EJ22-1),,,,,,,,,,,,,,,,,,,,,,,,
Williams,FJ33-1,"FJ-100, Leopard Six (not produced)",1200,,,,,,,,,,,,,2,1,3B,1C,1,,2,,,,
Williams,FJ33-2,,1200,,,,,,,,,,,,,2,1,3B,1C,1,,2,,,,
Williams,FJ33-3,The-Jet (not produced),1200,,,,,,,,,,,,,2,1,3B,1C,1,,2,,,,
Williams,FJ33-4,S-26 Safire (candidate engine),1200,,,,,,,,,,,,,2,1,3B,1C,1,,2,,,,
Williams,FJ33-4-17M,,1200,,,,,,,,,,,,,2,1,3B,1C,1,,2,,,,
Williams,FJ33-4-18M,,1200,,,,,,,,,,,,,2,1,3B,1C,1,,2,,,,
Williams,FJ33-4-19J,Javelin MK-10 (not produced),1200,,,,,,,,,,,,,2,1,3B,1C,1,,2,,,,
Williams,FJ33-4A-11,A700 (not produced),1900,,,,,,,,,,,,,2,1,3B,1C,1,,2,,,,
Williams,FJ33-4A-15,D-JET (candidate),1568,,,,,,,,,,,,,2,1,3B,1C,1,,2,,47.8,32.7,293
Williams,FJ33-4A-19,"Vision SF50, D-JET, S-33, Sport Jet II (prototype)",1900,,,,,,,,,,,,,2,1,3B,1C,1,,2,,,,
Williams,FJ33-5A,LAR01,1846,,,,,,,,,,,,,2,1,3B,1C,1,,2,,42.7,25.1,319
Williams,FJ33-??,"MC-2400 Legend, A700",1100,,,,,,,,,,,,,2,1,3B,1C,1,,2,,,,
Williams,FJ33-??,"Citation Mustang, ProJet (candidate engine)",1350,,,,,,,,,,,,,2,1,3B,1C,1,,2,,,,
